project,file,ASM,EILC,HCL,LRA,MMM,NCOE,NHE,NSL,NURP,PEO,TMC,TMS,UNMD,UNMI,UP,Changed,previous_fixes,code_churn,loc
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/Aes.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,172
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/Fips.java,0,36,0,0,0,0,0,0,0,0,1,0,0,22,0,1,4,2295,2123
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/FeatureDetect.java,0,5,0,0,0,0,0,3,3,0,1,0,0,4,0,1,5,2,336
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/Hmac.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,374
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/Chacha.java,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,2,199
wolfcrypt-v1.7.0-stable,jni/jni_native_struct.c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,2,196
wolfcrypt-v1.7.0-stable,jni/jni_fips.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,369,4328
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/Asn.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,95
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/Des3.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,158
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/Logging.java,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,2,43
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/WolfCrypt.java,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,183
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/Rng.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,163
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/WolfObject.java,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,1,3,16,82
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/Pwdbased.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,134
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/Curve25519.java,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,2,357
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/NativeStruct.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,121
wolfcrypt-v1.7.0-stable,src/main/java/com/wolfssl/wolfcrypt/Rsa.java,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,2,701
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/Aes.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,52,151
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/Des3.java,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,43,137
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/Fips.java,0,36,0,0,0,0,0,0,0,0,1,0,0,22,0,1,3,6,1757
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/Logging.java,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,6,43
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/Chacha.java,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,6,114
wolfcrypt-v1.5.0-stable,jni/jni_native_struct.c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,19,163
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/FeatureDetect.java,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,4,224,285
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/Sha512.java,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,77,195
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/Curve25519.java,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,6,244
wolfcrypt-v1.5.0-stable,jni/jni_fips.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,256,3819
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/Rng.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,62,159
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/Hmac.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,231,383
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/WolfObject.java,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,40,74
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/NativeStruct.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,31,109
wolfcrypt-v1.5.0-stable,src/main/java/com/wolfssl/wolfcrypt/Asn.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,6,70
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/Aes.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,29,172
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/Fips.java,0,36,0,0,0,0,0,0,0,0,1,0,0,22,0,1,4,21,1774
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/FeatureDetect.java,0,5,0,0,0,0,0,3,3,0,1,0,0,3,0,1,5,51,336
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/Hmac.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,213,374
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/Chacha.java,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,159,199
wolfcrypt-v1.6.0-stable,jni/jni_native_struct.c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,38,196
wolfcrypt-v1.6.0-stable,jni/jni_fips.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,524,4157
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/Asn.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,95
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/Des3.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,23,158
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/Logging.java,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,43
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/WolfCrypt.java,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,28,183
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/Rng.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,6,163
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/WolfObject.java,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,3,0,74
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/Pwdbased.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,134
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/Curve25519.java,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,301,357
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/NativeStruct.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,32,121
wolfcrypt-v1.6.0-stable,src/main/java/com/wolfssl/wolfcrypt/Rsa.java,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,315,701
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/Aes.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,61
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/Des3.java,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,56
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/Fips.java,0,34,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,32,1712
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/Logging.java,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,32
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/Chacha.java,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,97
wolfcrypt-v1.1.0-stable,jni/jni_native_struct.c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,157
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/FeatureDetect.java,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,5,68
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/Sha512.java,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,58
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/Curve25519.java,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,168
wolfcrypt-v1.1.0-stable,jni/jni_fips.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,52,3691
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/Rng.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,90
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/Hmac.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,221
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/NativeStruct.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,72
wolfcrypt-v1.1.0-stable,src/main/java/com/wolfssl/wolfcrypt/Asn.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,43
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/Aes.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,117
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/Des3.java,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,110
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/Fips.java,0,36,0,0,0,0,0,0,0,0,1,0,0,22,0,0,3,8,1757
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/Logging.java,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,43
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/Chacha.java,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,23,114
wolfcrypt-v1.3.0-stable,jni/jni_native_struct.c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,9,158
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/FeatureDetect.java,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,71
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/Sha512.java,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,22,138
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/Curve25519.java,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,244
wolfcrypt-v1.3.0-stable,jni/jni_fips.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,114,3789
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/Rng.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,139
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/Hmac.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,320
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/WolfObject.java,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,44
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/NativeStruct.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,96
wolfcrypt-v1.3.0-stable,src/main/java/com/wolfssl/wolfcrypt/Asn.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,70
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/Aes.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,101,117
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/Des3.java,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,95,110
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/Fips.java,0,34,0,0,0,0,0,0,0,0,1,0,0,23,0,1,3,3377,1757
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/Logging.java,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,24,43
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/Chacha.java,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,132,127
wolfcrypt-v1.2.0-stable,jni/jni_native_struct.c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,2,157
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/FeatureDetect.java,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,5,71
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/Sha512.java,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,98,116
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/Curve25519.java,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,300,244
wolfcrypt-v1.2.0-stable,jni/jni_fips.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,154,3789
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/Rng.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,148,139
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/Hmac.java,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,144,320
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/WolfObject.java,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,5,44
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/NativeStruct.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,91,96
wolfcrypt-v1.2.0-stable,src/main/java/com/wolfssl/wolfcrypt/Asn.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,48,70
wolfcrypt-v1.0.0-stable,src/main/java/com/wolfssl/wolfcrypt/Aes.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61
wolfcrypt-v1.0.0-stable,src/main/java/com/wolfssl/wolfcrypt/Des3.java,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,59
wolfcrypt-v1.0.0-stable,src/main/java/com/wolfssl/wolfcrypt/Fips.java,0,34,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,4,1690
wolfcrypt-v1.0.0-stable,src/main/java/com/wolfssl/wolfcrypt/Logging.java,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,35
wolfcrypt-v1.0.0-stable,jni/jni_native_struct.c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,157
wolfcrypt-v1.0.0-stable,src/main/java/com/wolfssl/wolfcrypt/Sha512.java,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,61
wolfcrypt-v1.0.0-stable,jni/jni_fips.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,55,3649
wolfcrypt-v1.0.0-stable,src/main/java/com/wolfssl/wolfcrypt/Rng.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93
wolfcrypt-v1.0.0-stable,src/main/java/com/wolfssl/wolfcrypt/NativeStruct.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,75
wolfcrypt-v1.0.0-stable,src/main/java/com/wolfssl/wolfcrypt/Asn.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43
